City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Fare,PF,-16.7,-151.0167,80.87,73,9,7.2,clear sky
697,Ayacucho,PE,-13.1583,-74.2239,66.06,48,40,2.3,scattered clouds
698,Usinsk,RU,65.9939,57.5281,4.6,97,100,10.02,overcast clouds
699,Moussoro,TD,13.6408,16.4901,81.41,13,0,12.24,clear sky
700,Kirakira,SB,-10.4544,161.9205,82.98,76,43,9.33,scattered clouds
701,Yatou,CN,37.15,122.3833,39.72,69,0,7.87,clear sky
702,Houston,US,29.7633,-95.3633,77.18,71,90,11.01,overcast clouds
703,Changping,CN,40.2186,116.2197,24.44,46,0,6.67,clear sky
704,Karpogory,RU,64.0019,44.4451,17.87,96,100,2.39,light snow
705,Wladyslawowo,PL,54.7909,18.4009,45.93,87,92,15.19,overcast clouds
706,Lugovoy,KZ,42.9472,72.7644,46.49,42,10,8.63,clear sky
707,Berdigestyakh,RU,62.0989,126.6992,-18.18,96,100,3.13,overcast clouds
708,Nouadhibou,MR,20.931,-17.0347,78.78,57,100,13.8,overcast clouds
709,Valley City,US,46.9233,-98.0032,20.39,67,90,18.41,light snow
710,Cumana,VE,10.4635,-64.1775,86.09,79,95,9.46,overcast clouds
711,General Roca,AR,-39.0333,-67.5833,93.6,13,99,10.63,overcast clouds
